time;month;temperature;feelslike;wind;direction;gust;cloud;rain;rain_ratio;pressure;weather
00:00;1;16;16;4;NNE;6;98;0.0;0;1026;Overcast
03:00;1;15;15;5;NNE;8;98;0.0;0;1025;Overcast
06:00;1;15;15;5;NE;8;98;0.0;0;1025;Overcast
09:00;1;18;18;4;NE;8;93;0.0;0;1027;Overcast
12:00;1;21;21;4;ENE;9;80;0.0;0;1024;Cloudy
15:00;1;21;21;9;ESE;10;66;0.0;0;1023;Cloudy
18:00;1;19;19;4;SE;7;83;0.0;0;1024;Cloudy
21:00;1;18;18;5;SSE;8;69;0.0;0;1025;Cloudy
00:00;1;20;20;9;ESE;14;42;0.0;0;1019;Partly cloudy
03:00;1;20;20;7;SE;11;100;0.2;0;1018;Patchy rain possible
06:00;1;20;20;6;SE;10;100;0.2;0;1019;Patchy rain possible
09:00;1;22;22;13;SE;18;44;0.0;0;1020;Partly cloudy
12:00;1;24;26;13;SSE;20;57;0.2;0;1018;Patchy rain possible
15:00;1;25;27;17;SE;27;37;0.0;0;1016;Partly cloudy
18:00;1;22;22;15;SE;23;56;0.0;0;1018;Partly cloudy
21:00;1;21;21;14;ESE;21;82;0.0;0;1019;Cloudy
00:00;1;21;21;12;ESE;16;99;0.2;0;1019;Patchy rain possible
03:00;1;20;20;11;ESE;15;100;0.0;0;1018;Overcast
06:00;1;20;20;11;E;15;100;0.0;0;1019;Overcast
09:00;1;22;22;13;ESE;16;90;0.2;0;1020;Patchy rain possible
12:00;1;22;25;16;SE;26;85;0.6;0;1017;Moderate rain at times
15:00;1;22;25;16;SE;26;80;0.4;0;1015;Patchy rain possible
18:00;1;21;21;17;SE;25;83;0.0;0;1017;Cloudy
21:00;1;20;20;18;SE;26;85;0.0;0;1017;Overcast
00:00;1;18;18;6;S;10;28;0.0;0;1020;Partly cloudy
03:00;1;17;17;4;SSE;7;26;0.0;0;1019;Partly cloudy
06:00;1;17;17;1;S;1;42;0.0;0;1019;Partly cloudy
09:00;1;20;20;1;S;6;44;0.0;0;1019;Partly cloudy
12:00;1;24;26;6;SSE;11;11;0.0;0;1016;Clear
15:00;1;25;26;7;SSE;15;8;0.0;0;1015;Clear
18:00;1;21;21;12;SE;20;4;0.0;0;1016;Clear
21:00;1;19;19;13;SE;21;28;0.0;0;1018;Partly cloudy
00:00;1;18;18;6;SSE;9;84;0.0;0;1017;Cloudy
03:00;1;17;17;6;SE;9;92;0.0;0;1017;Overcast
06:00;1;17;17;7;ESE;9;93;0.0;0;1018;Overcast
09:00;1;17;17;6;SE;8;66;0.0;0;1020;Cloudy
12:00;1;20;20;7;SE;8;63;0.0;0;1017;Cloudy
15:00;1;22;22;8;SE;10;52;0.0;0;1015;Partly cloudy
18:00;1;19;19;9;ESE;15;41;0.0;0;1017;Partly cloudy
21:00;1;17;17;6;ESE;10;61;0.0;0;1017;Cloudy
00:00;1;19;19;5;SSE;8;55;0.0;0;1016;Partly cloudy
03:00;1;18;18;5;ESE;7;49;0.0;0;1016;Partly cloudy
06:00;1;20;20;3;E;4;87;0.0;0;1018;Overcast
09:00;1;21;21;5;E;11;86;0.0;0;1019;Overcast
12:00;1;24;26;7;ESE;12;66;0.0;0;1017;Cloudy
15:00;1;25;27;8;SE;15;71;0.0;0;1016;Cloudy
18:00;1;22;22;12;SE;19;74;0.0;0;1017;Cloudy
21:00;1;21;21;13;SE;19;74;0.0;0;1019;Cloudy
00:00;1;17;17;4;SSE;7;53;0.0;0;1024;Partly cloudy
03:00;1;16;16;3;S;5;82;0.0;0;1023;Cloudy
06:00;1;16;16;0;W;1;72;0.0;0;1023;Cloudy
09:00;1;21;21;3;NE;9;32;0.0;0;1024;Partly cloudy
12:00;1;23;25;6;SSE;7;68;0.0;0;1020;Cloudy
15:00;1;24;25;6;SSE;7;45;0.0;0;1019;Partly cloudy
18:00;1;20;20;7;SE;12;29;0.0;0;1019;Partly cloudy
21:00;1;19;19;9;SSE;16;24;0.0;0;1021;Clear
00:00;1;16;16;6;ESE;10;56;0.0;0;1017;Partly cloudy
03:00;1;18;18;6;SE;9;50;0.0;0;1017;Partly cloudy
06:00;1;19;19;6;SE;8;43;0.0;0;1016;Partly cloudy
09:00;1;22;22;5;SSE;12;81;0.1;0;1016;Patchy rain possible
12:00;1;25;27;4;S;13;5;0.0;0;1014;Clear
15:00;1;28;29;4;SSE;11;10;0.0;0;1012;Clear
18:00;1;23;25;10;ESE;15;6;0.0;0;1014;Clear
21:00;1;21;21;9;SE;14;32;0.0;0;1016;Partly cloudy
00:00;1;20;20;16;ESE;24;95;0.2;0;1016;Patchy rain possible
03:00;1;19;19;11;ESE;16;85;0.0;0;1015;Cloudy
06:00;1;19;19;11;SE;16;89;0.0;0;1016;Overcast
09:00;1;22;22;16;SE;20;45;0.0;0;1017;Partly cloudy
12:00;1;26;28;16;SSE;23;70;0.2;0;1015;Patchy rain possible
15:00;1;25;27;18;SSE;37;73;0.5;0;1012;Moderate rain at times
18:00;1;22;25;17;SE;27;66;0.0;0;1014;Cloudy
21:00;1;21;21;16;SE;25;86;0.4;0;1015;Patchy rain possible
00:00;1;20;20;10;SE;16;54;1.3;0;1015;Heavy rain at times
03:00;1;20;20;6;ESE;11;88;1.9;0;1014;Moderate or heavy rain shower
06:00;1;20;20;4;SSE;6;98;1.2;0;1015;Heavy rain at times
09:00;1;23;25;4;SSE;5;24;0.0;0;1015;Clear
12:00;1;27;28;9;SE;10;88;0.1;0;1012;Patchy rain possible
15:00;1;27;29;9;SE;14;14;0.0;0;1010;Clear
18:00;1;24;26;12;ESE;16;9;0.0;0;1012;Clear
21:00;1;21;21;8;ESE;14;18;0.0;0;1013;Clear
00:00;1;20;20;10;E;16;71;0.2;0;1013;Patchy rain possible
03:00;1;21;21;13;ENE;22;83;0.0;0;1014;Cloudy
06:00;1;19;19;9;NNE;20;95;0.0;0;1016;Overcast
09:00;1;19;19;16;NE;26;87;0.0;0;1017;Overcast
12:00;1;21;21;19;NE;26;79;0.0;0;1015;Cloudy
15:00;1;21;21;15;ENE;24;42;0.0;0;1015;Partly cloudy
18:00;1;19;19;13;NE;20;60;0.0;0;1017;Cloudy
21:00;1;18;18;8;NE;12;81;0.0;0;1018;Cloudy
00:00;1;18;18;9;E;12;100;0.0;0;1018;Overcast
03:00;1;17;17;10;NE;14;100;0.0;0;1018;Overcast
06:00;1;16;16;8;NE;11;100;0.1;0;1020;Patchy rain possible
09:00;1;17;17;8;NE;10;95;0.2;0;1020;Patchy rain possible
12:00;1;19;19;9;ESE;12;100;0.0;0;1018;Overcast
