time;month;temperature;feelslike;wind;direction;gust;cloud;rain;rain_ratio;pressure;weather
00:00;1;17;17;3;WSW;5;100;0.0;0;1022;Overcast
03:00;1;17;17;1;WSW;14;100;0.2;0;1021;Patchy rain possible
06:00;1;17;17;2;ENE;11;100;0.4;0;1022;Patchy rain possible
09:00;1;17;17;4;N;10;100;0.7;0;1023;Moderate rain at times
12:00;1;17;17;7;NNW;14;100;0.1;0;1021;Patchy rain possible
15:00;1;18;18;5;N;12;100;0.4;0;1020;Patchy rain possible
18:00;1;18;18;7;NW;10;100;0.0;0;1020;Overcast
21:00;1;18;18;4;NW;5;100;0.0;0;1021;Overcast
00:00;1;18;18;4;NW;5;100;0.0;0;1020;Overcast
03:00;1;18;18;5;NNW;8;97;0.0;0;1020;Overcast
06:00;1;18;18;5;NW;7;88;0.0;0;1020;Overcast
09:00;1;20;20;6;NNW;7;97;0.0;0;1021;Overcast
12:00;1;23;25;1;ENE;8;81;0.0;0;1019;Cloudy
15:00;1;23;25;7;SSE;8;84;0.0;0;1018;Cloudy
18:00;1;21;21;5;S;7;100;0.1;0;1020;Patchy rain possible
21:00;1;21;21;5;S;7;100;0.2;0;1021;Patchy rain possible
00:00;1;21;21;6;SE;10;19;0.0;0;1012;Clear
03:00;1;19;19;5;ESE;8;17;0.0;0;1012;Clear
06:00;1;20;20;4;ESE;5;34;0.0;0;1013;Partly cloudy
09:00;1;23;25;3;E;9;37;0.0;0;1015;Partly cloudy
12:00;1;27;28;3;SE;10;41;0.0;0;1012;Partly cloudy
15:00;1;27;28;7;SE;8;68;0.0;0;1011;Cloudy
18:00;1;24;26;13;SE;15;20;0.0;0;1012;Clear
21:00;1;22;22;11;SE;18;32;0.0;0;1014;Partly cloudy
00:00;1;20;20;2;S;4;81;0.0;0;1020;Cloudy
03:00;1;19;19;1;WSW;1;63;0.0;0;1019;Cloudy
06:00;1;19;19;2;NNW;3;52;0.0;0;1020;Partly cloudy
09:00;1;23;25;2;NE;7;60;0.0;0;1021;Partly cloudy
12:00;1;26;27;5;ESE;10;60;0.0;0;1019;Partly cloudy
15:00;1;26;27;7;SE;8;36;0.0;0;1017;Partly cloudy
18:00;1;23;25;5;SSE;9;10;0.0;0;1018;Clear
21:00;1;21;21;6;SSE;10;41;0.0;0;1019;Partly cloudy
00:00;1;20;20;4;S;6;27;0.0;0;1014;Partly cloudy
03:00;1;20;20;1;SSW;2;20;0.0;0;1013;Clear
06:00;1;19;19;1;NNW;2;16;0.0;0;1014;Clear
09:00;1;23;25;2;NNW;8;18;0.0;0;1014;Clear
12:00;1;27;28;3;S;10;12;0.0;0;1011;Clear
15:00;1;27;28;6;SSE;7;31;0.0;0;1010;Partly cloudy
18:00;1;24;26;9;SE;15;13;0.0;0;1011;Clear
21:00;1;22;25;9;SSE;14;12;0.0;0;1012;Clear
00:00;1;20;20;3;SW;4;85;0.0;0;1017;Cloudy
